"","RoomTemp","MilkTemp","Time"
"1",22.1,2,1
"2",22.1,2.24338710835955,2
"3",22.1,2.48382708813623,3
"4",22.1,2.72135562555411,4
"5",22.1,2.95600797471951,5
"6",22.1,3.1878189628534,6
"7",22.1,3.41682299546054,7
"8",22.1,3.64305406143589,8
"9",22.1,3.8665457381093,9
"10",22.1,4.08733119622909,10
"11",22.1,4.30544320488521,11
"12",22.1,4.52091413637291,12
"13",22.1,4.7337759709974,13
"14",22.1,4.94406030182044,14
"15",22.1,5.15179833934933,15
"16",22.1,5.35702091616924,16
"17",22.1,5.55975849151939,17
"18",22.1,5.76004115581381,18
"19",22.1,5.95789863510736,19
"20",22.1,6.15336029550776,20
"21",22.1,6.34645514753402,21
"22",22.1,6.53721185042229,22
"23",22.1,6.7256587163794,23
"24",22.1,6.91182371478504,24
"25",22.1,7.09573447634293,25
"26",22.1,7.27741829718182,26
"27",22.1,7.4569021429068,27
"28",22.1,7.63421265260152,28
"29",22.1,7.80937614278199,29
"30",22.1,7.9824186113025,30
"31",22.1,8.15336574121423,31
"32",22.1,8.32224290457711,32
"33",22.1,8.48907516622563,33
"34",22.1,8.65388728748889,34
"35",22.1,8.81670372986574,35
"36",22.1,8.97754865865535,36
"37",22.1,9.13644594654385,37
"38",22.1,9.2934191771475,38
"39",22.1,9.44849164851302,39
"40",22.1,9.60168637657546,40
"41",22.1,9.75302609857427,41
"42",22.1,9.90253327642794,42
"43",22.1,10.0502301000678,43
"44",22.1,10.1961384907316,44
"45",22.1,10.3402801042169,45
"46",22.1,10.4826763340951,46
"47",22.1,10.6233483148873,47
"48",22.1,10.7623169252002,48
"49",22.1,10.8996027908257,49
"50",22.1,11.0352262878017,50
"51",22.1,11.1692075454368,51
"52",22.1,11.3015664492972,52
"53",22.1,11.4323226441588,53
"54",22.1,11.5614955369226,54
"55",22.1,11.6891042994948,55
"56",22.1,11.8151678716331,56
"57",22.1,11.9397049637568,57
"58",22.1,12.0627340597245,58
"59",22.1,12.1842734195772,59
"60",22.1,12.3043410822485,60
"61",22.1,12.4229548682419,61
"62",22.1,12.5401323822759,62
"63",22.1,12.6558910158967,63
"64",22.1,12.7702479500596,64
"65",22.1,12.8832201576788,65
"66",22.1,12.9948244061469,66
"67",22.1,13.1050772598232,67
"68",22.1,13.2139950824924,68
"69",22.1,13.3215940397929,69
"70",22.1,13.4278901016168,70
"71",22.1,13.5328990444797,71
"72",22.1,13.6366364538622,72
"73",22.1,13.7391177265234,73
"74",22.1,13.8403580727859,74
"75",22.1,13.9403725187934,75
"76",22.1,14.0391759087407,76
"77",22.1,14.1367829070774,77
"78",22.1,14.2332080006836,78
"79",22.1,14.3284655010209,79
"80",22.1,14.4225695462559,80
"81",22.1,14.5155341033588,81
"82",22.1,14.6073729701765,82
"83",22.1,14.6980997774802,83
"84",22.1,14.7877279909889,84
"85",22.1,14.8762709133676,85
"86",22.1,14.9637416862019,86
"87",22.1,15.0501532919482,87
"88",22.1,15.1355185558612,88
"89",22.1,15.2198501478967,89
"90",22.1,15.3031605845924,90
"91",22.1,15.3854622309257,91
"92",22.1,15.4667673021489,92
"93",22.1,15.5470878656019,93
"94",22.1,15.6264358425037,94
"95",22.1,15.7048230097213,95
"96",22.1,15.7822610015178,96
