"","RoomTemp","MilkTemp","Time"
"1",22.1,4.2,1
"2",22.1,4.41674772336497,2
"3",22.1,4.63087088943475,3
"4",22.1,4.84240127847854,4
"5",22.1,5.05137028594424,5
"6",22.1,5.25780892711821,6
"7",22.1,5.46174784172854,7
"8",22.1,5.66321729849266,8
"9",22.1,5.86224719960978,9
"10",22.1,6.05886708519904,10
"11",22.1,6.25310613768385,11
"12",22.1,6.44499318612314,12
"13",22.1,6.63455671049023,13
"14",22.1,6.8218248458998,14
"15",22.1,7.00682538678374,15
"16",22.1,7.1895857910164,16
"17",22.1,7.37013318398992,17
"18",22.1,7.54849436264016,18
"19",22.1,7.72469579942398,19
"20",22.1,7.89876364624821,20
"21",22.1,8.0707237383512,21
"22",22.1,8.24060159813727,22
"23",22.1,8.40842243896475,23
"24",22.1,8.57421116888818,24
"25",22.1,8.73799239435515,25
"26",22.1,8.89979042385844,26
"27",22.1,9.05962927154387,27
"28",22.1,9.21753266077449,28
"29",22.1,9.37352402765163,29
"30",22.1,9.52762652449328,30
"31",22.1,9.67986302327038,31
"32",22.1,9.83025611900151,32
"33",22.1,9.97882813310641,33
"34",22.1,10.125601116719,34
"35",22.1,10.27059685396,35
"36",22.1,10.4138368651707,36
"37",22.1,10.5553424101062,37
"38",22.1,10.6951344910916,38
"39",22.1,10.8332338561385,39
"40",22.1,10.9696610020249,40
"41",22.1,11.1044361773373,41
"42",22.1,11.2375793854756,42
"43",22.1,11.3691103876226,43
"44",22.1,11.4990487056764,44
"45",22.1,11.6274136251484,45
"46",22.1,11.754224198025,46
"47",22.1,11.8794992455961,47
"48",22.1,12.0032573612479,48
"49",22.1,12.1255169132229,49
"50",22.1,12.2462960473458,50
"51",3.71,12.1288586238554,51
"52",3.71,12.0130368365097,52
"53",3.71,11.8988084583212,53
"54",3.71,11.7861515680882,54
"55",3.71,11.6750445461886,55
"56",3.71,11.5654660704301,56
"57",3.71,11.4573951119593,57
"58",3.71,11.3508109312251,58
"59",3.71,11.2456930739995,59
"60",3.71,11.1420213674517,60
"61",3.71,11.0397759162773,61
"62",3.71,10.9389370988798,62
"63",3.71,10.8394855636052,63
"64",3.71,10.7414022250286,64
"65",3.71,10.6446682602912,65
"66",3.71,10.5492651054882,66
"67",3.71,10.4551744521062,67
"68",3.71,10.36237824351,68
"69",3.71,10.2708586714768,69
"70",3.71,10.1805981727793,70
"71",3.71,10.0915794258148,71
"72",3.71,10.0037853472811,72
"73",3.71,9.91719908889846,73
"74",3.71,9.83180403417576,74
"75",3.71,9.74758379522207,75
"76",22.1,9.89715687290041,76
"77",22.1,10.0449187983964,77
"78",22.1,10.1908915026103,78
"79",22.1,10.3350966508849,79
"80",22.1,10.4775556462217,80
"81",22.1,10.6182896324573,81
"82",22.1,10.7573194974015,82
"83",22.1,10.8946658759375,83
"84",22.1,11.0303491530847,84
"85",22.1,11.164389467024,85
"86",22.1,11.2968067120871,86
"87",22.1,11.4276205417087,87
"88",22.1,11.556850371344,88
"89",22.1,11.68451538135,89
"90",22.1,11.8106345198324,90
"91",22.1,11.9352265054579,91
"92",22.1,12.0583098302323,92
"93",22.1,12.1799027622454,93
"94",22.1,12.3000233483818,94
"95",22.1,12.4186894170002,95
"96",22.1,12.5359185805786,96
"97",22.1,12.6517282383293,97
"98",22.1,12.7661355787804,98
"99",22.1,12.8791575823277,99
"100",22.1,12.9908110237544,100
"101",22.1,13.101112474721,101
"102",22.1,13.210078306225,102
"103",22.1,13.3177246910306,103
"104",22.1,13.4240676060687,104
"105",22.1,13.5291228348091,105
"106",22.1,13.6329059696022,106
"107",22.1,13.7354324139936,107
"108",22.1,13.8367173850103,108
"109",22.1,13.9367759154193,109
"110",22.1,14.0356228559584,110
"111",22.1,14.133272877541,111
"112",22.1,14.2297404734328,112
"113",22.1,14.3250399614034,113
"114",22.1,14.4191854858514,114
"115",22.1,14.5121910199034,115
"116",22.1,14.604070367488,116
"117",22.1,14.6948371653847,117
"118",22.1,14.7845048852478,118
"119",22.1,14.8730868356059,119
"120",22.1,14.9605961638371,120
"121",22.1,15.0470458581205,121
"122",22.1,15.1324487493635,122
"123",22.1,15.2168175131067,123
"124",22.1,15.300164671405,124
"125",22.1,15.382502594686,125
"126",3.71,15.2219190555489,126
"127",3.71,15.0635447318591,127
"128",3.71,14.9073492305085,128
"129",3.71,14.7533025765195,129
"130",3.71,14.601375207293,130
"131",3.71,14.4515379669352,131
"132",3.71,14.3037621006619,132
"133",3.71,14.158019249281,133
"134",3.71,14.0142814437493,134
"135",3.71,13.872521099806,135
"136",3.71,13.7327110126782,136
"137",3.71,13.5948243518607,137
"138",3.71,13.4588346559669,138
"139",3.71,13.3247158276506,139
"140",3.71,13.1924421285979,140
"141",3.71,13.0619881745875,141
"142",3.71,12.9333289306197,142
"143",3.71,12.8064397061119,143
"144",3.71,12.6812961501602,144
"145",3.71,12.5578742468662,145
"146",3.71,12.4361503107286,146
"147",3.71,12.3161009820973,147
"148",3.71,12.1977032226908,148
"149",3.71,12.0809343111751,149
"150",3.71,11.9657718388031,150
"151",3.71,11.8521937051142,151
"152",3.71,11.7401781136931,152
"153",3.71,11.6297035679873,153
"154",3.71,11.520748867181,154
"155",3.71,11.4132931021273,155
"156",3.71,11.3073156513351,156
"157",3.71,11.2027961770118,157
"158",3.71,11.0997146211606,158
"159",3.71,10.9980512017308,159
"160",3.71,10.8977864088217,160
"161",3.71,10.7989010009388,161
"162",3.71,10.7013760013006,162
"163",3.71,10.6051926941974,163
"164",3.71,10.5103326213994,164
"165",3.71,10.4167775786144,165
"166",3.71,10.3245096119943,166
"167",3.71,10.2335110146897,167
"168",3.71,10.1437643234518,168
"169",3.71,10.055252315281,169
"170",3.71,9.96795800412192,170
"171",3.71,9.88186463760333,171
"172",3.71,9.79695569382354,172
"173",3.71,9.71321487817959,173
"174",3.71,9.63062612024025,174
